class,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle
Bow Pose,175.96535722725565,195.94539590092285,281.0759127650281,70.4295783824063,240.79089908399806,257.27348404388346,258.9306752284479,255.94325497514927
Bow Pose,166.56140396993186,174.49880781368685,263.4570900344789,83.47173167157104,215.59785338224063,228.57633437499737,292.02360943915073,280.736316636141
Bow Pose,179.99999999999997,171.20308789680513,299.67066400747643,58.348206486650554,249.22977975247778,261.7058443231908,253.8224297662723,232.8193396445666
Bow Pose,181.68919828460193,189.50332335796176,293.68898707726294,50.335383198494185,280.14227745043314,264.87299769192805,241.99712301263202,221.82816315289543
Bow Pose,183.13973627830777,183.65785294560615,296.6556768401841,65.45415597397033,286.8260030935845,283.66308934540734,231.19412487894311,227.0145610450325
Bow Pose,152.88969584547775,123.90065589756315,235.50478922852167,139.69687257838683,279.89016714548904,265.3190456898312,257.0901349684042,268.2906915606012
Bow Pose,184.77518717114262,167.45813243174712,268.63102998676544,115.11020720944623,252.0391189124807,255.26897506403014,273.1332986361745,277.1048581213152
Bow Pose,168.43259910963388,172.1315974857211,255.5851555699592,88.35461319275436,177.34028848210886,244.28352824582709,313.4608162666237,276.3292927961625
Bow Pose,204.5290796461087,183.74733268257685,291.918161394786,75.37349106857852,205.91266707955106,268.1825533424391,290.93968110424987,257.6773996363705
Bow Pose,211.89458994894653,190.11689482755102,307.10402699581,70.98036158898515,257.28607419636035,277.5842706622766,277.5350873010037,261.36275859174526
Bow Pose,187.31133080746838,170.94464249191483,283.9017884092565,94.96974072811031,256.63306930368316,259.7986806322687,259.42928811199084,266.1287437680144
Bow Pose,193.23164372943123,183.0494040702244,310.09919783686945,62.04529680734487,259.9658050385252,257.96583718412455,245.49252490480694,251.74215376409649
Bow Pose,171.42228347498346,171.1574763818913,250.30494113113627,111.03966385284048,227.73319605765332,219.38933881735596,287.56385204712404,298.83073106810696
Bow Pose,182.11406997563063,179.184198130213,267.9943526286114,96.88825827699469,269.77520162622426,260.7991388678273,264.7243869035738,270.6700955222245
Bow Pose,186.92627728492326,180.8181506023111,284.6385850647338,75.75612428157223,274.9044557205991,276.45529883050847,270.99264932658843,254.19660364732022
Bow Pose,198.8860873697093,189.85882646315872,302.2424678391233,66.14978158086376,288.9595052485946,284.840729654652,243.5447751249082,247.35179732442265
Bow Pose,196.45658750712897,212.90820501674077,256.1246212095811,90.76575461550732,172.60599135740173,212.12357399312864,337.39269014709254,306.605253895
Bow Pose,191.9463576973765,161.41214386652996,261.02155224901725,150.88610398054283,250.61170738569376,243.2401444358626,274.0435796780386,296.41349649632747
Bow Pose,188.95628401939092,186.56248782822126,266.85357416576073,95.7203305752002,254.43415658640612,252.6225079149125,273.5501577944103,275.2745493120795
Bow Pose,184.65725856165804,183.01278750418334,264.0220447025956,93.97913784248442,252.32389130134652,246.00554239740265,279.55428967240175,281.62738877357043
Bow Pose,118.73224231802901,117.1702657743228,279.74248828542864,83.76953161332875,290.4011179348794,294.51964268819074,261.69582021826614,260.51401358569024
Bow Pose,140.92014571656557,142.50529248742444,208.27092788798328,152.92538652331365,249.37390770373364,243.41620633765234,293.00938623311663,298.2553603567308
Bow Pose,153.08434159583288,181.42813080390152,225.6302519374354,112.21241950585863,239.6980285700393,247.01128319791934,298.55597736951006,286.2501411004725
Bow Pose,181.9787216607418,172.49674111963853,260.2766509896089,95.85417328930595,248.0808467387847,253.88827693339235,285.19014174321114,269.3826124789423
Bow Pose,189.1128591613788,170.27364381071527,293.76930334258856,80.74801377629092,277.4316605434982,276.14474787395307,240.98724960143832,241.73508463731687
Bow Pose,177.24598920714232,179.05265052397874,280.9001985551754,76.13897243697886,269.37068654523574,242.83599483508584,261.7290330022439,263.8533743403533
Bow Pose,189.06929329989157,186.8654908532341,296.4233179361529,60.47919776135393,279.5654925341179,282.906716383897,246.69911230976518,234.09716860419883
Bow Pose,175.18284420947393,188.23561932420952,255.93812943794748,90.37943670141897,220.90368222943877,204.5201523743905,301.9942377182535,292.87590820165155
Bow Pose,195.25511870305778,180.9666410683848,285.9803430021171,81.55247275209155,258.6697522758514,258.79673141698515,263.202319293733,264.6854543300552
Bow Pose,191.32308426525327,194.33406792408664,285.7531756473972,66.04791519808992,272.644031381725,274.1472871658743,253.48170794035187,249.08706848503326
Bow Pose,176.2292097991425,168.58221677427704,240.85343777864034,117.07680946893811,244.01241166897577,218.10187504848375,274.7146715242839,282.6309056880797
Bow Pose,197.45546505043305,187.16580336562203,283.83303176631864,75.3286330285543,207.58985195813432,237.53846484364846,288.50232050863053,275.4658091940101
Bow Pose,125.53767779197437,145.48108322024368,272.54915617833984,84.69489039378959,274.1234333935794,289.60069042922316,245.95792551709667,235.38094893962614
Bow Pose,254.57291984973105,184.01042551144334,344.21924669048457,64.93208374989592,239.0850785547694,270.8216562836167,266.18592516570965,256.7455505209924
Bow Pose,160.1465884051895,118.65121250146072,268.42570140337057,120.62178903837287,244.2629724294668,255.72488288043235,271.89694848194466,269.6835746313859
Bow Pose,163.92879362513213,194.22355386759452,246.9130791816951,114.91047499067898,177.1119022410139,229.4062544270315,308.5982660870883,287.2744195752733
Bow Pose,180.142172858357,187.2646129163234,264.6078088019119,91.32661251590423,242.17512610181,252.7026834496943,270.3171111771995,268.3180623637657
Bridge Pose,201.54183133477477,180.68732806365352,88.92084594987833,283.8772983110327,64.11297373367331,62.30939138399621,145.07629747118673,148.18754702789073
Bridge Pose,198.8955159083863,183.46009714655233,87.21999100915117,281.7078134358548,56.51914158350582,52.53189413296181,152.99689652997662,159.93184553312213
Bridge Pose,169.86219614691487,175.6839724801344,54.895509262618056,294.2495314747089,290.3267814447833,18.134973660618105,165.54324459994515,174.42827436567964
Bridge Pose,176.00456901958043,177.80539815342303,310.6039057637883,44.90928545011115,294.1277204115318,305.64425927645544,193.77790451156457,190.32500596139025
Bridge Pose,172.76307797403203,169.085426730087,299.65394771978606,57.70304435804701,296.14149043488237,301.0653470729248,204.11015310809194,208.8276854334434
Bridge Pose,143.61564818416412,137.92993985497498,294.96757497983236,80.09660093028322,297.2329768977618,291.3251957915366,202.63498722266743,213.9541015072389
Bridge Pose,166.12670378383234,159.7343025290525,296.0369581077181,66.10822173168792,297.674059280305,299.9786988294817,205.92052719958187,198.14305145268543
Bridge Pose,158.45619438077674,156.77288046986484,290.8846879591333,76.03387166678148,200.37360474430614,219.75223092389587,291.30393844634017,287.8595442704688
Bridge Pose,151.0208733185651,155.53419791243496,280.68976923871537,72.86193961948779,257.02526376922634,266.4137846999652,255.67728002179643,266.9068080729751
Bridge Pose,170.50751418354068,165.27862266984957,294.5540349427895,62.413298121571216,294.7334102196827,290.0123253946446,209.24337576720154,221.85371153481796
Bridge Pose,174.7353169683014,181.95148390948557,300.1180992090029,54.0878220933696,296.3721739328834,294.0912981754927,202.47761582986212,203.63844401160125
Bridge Pose,160.77617463428618,176.27070671214364,314.85383761422054,46.39542992614563,285.4479566705697,286.4117804909803,215.17175268713981,219.75319510081744
Bridge Pose,163.98081898147834,171.34027198297125,294.39862396286054,57.824600141036214,280.01117844241435,278.72108020687756,216.16632746622247,215.70902914508372
Bridge Pose,169.16740077017081,167.6805547433634,288.24924155601354,71.8231869766701,276.52035495762806,277.43751514706287,229.33309906121582,228.54967907663516
Bridge Pose,167.7506177893811,167.90524292298792,303.58465196974475,62.09867702925244,289.4050997558975,292.2363895274253,212.84374338880912,210.25708334681423
Bridge Pose,105.39413560217457,85.78979077215651,322.9729126812774,46.32349463163673,294.81838014808807,294.7111811937845,201.6855236306943,202.34253357596626
Bridge Pose,142.30575953331083,148.19444729964042,305.78603872572955,59.58169118553881,301.76954204819936,301.7402248833892,190.20792141787712,200.12689772547736
Bridge Pose,168.9683229872254,174.52974238971916,307.5322470932162,55.22281663910455,288.74649971913647,294.7044729308798,202.54911693548013,195.61726239115026
Bridge Pose,167.78205949652536,163.24914616560943,298.19672359796425,63.44073656768874,305.758041994863,306.55993879057297,188.27892222601298,191.88640693100362
Bridge Pose,105.4612177404419,104.03988800576985,326.0564129802482,39.49439798947501,291.4433949233519,298.1230142149918,198.63744804566196,197.54954385706822
Bridge Pose,166.46005019802905,171.13664683083465,322.32283853407574,32.52524177515535,280.2186170171463,286.0725416037071,182.07728230208468,180.80434037120065
Bridge Pose,179.55813899505173,175.45244078355037,343.19838922927437,33.66646594984164,285.59796158465997,301.0062923665108,165.09601807139993,170.62453337907567
Bridge Pose,164.21807705126938,166.86276060079788,347.02458604450857,25.614406041207836,252.2262993979279,272.38996049266495,138.02420990058573,135.9937863239175
Bridge Pose,182.56517887500289,167.65553222281864,330.50956365963816,30.617629835023543,240.9605648842457,314.0102557431707,138.77511911343404,161.59923040120802
Bridge Pose,156.0339360719409,133.72942439133286,323.21210783776553,51.75252963017357,160.0025035798225,136.05558168505343,277.444382885165,275.55855261158433
Bridge Pose,171.51805158524022,171.74219983790405,302.2097022120462,55.44485759806296,299.5665755047771,294.91541484335096,197.51059926038565,199.72359360808446
Bridge Pose,173.3629415867654,175.43896818661716,300.192964039193,66.11947664058455,294.70679163291726,298.51393763459816,202.06908686521743,199.72474637645888
Bridge Pose,120.83461524923177,184.31012979468562,272.26391670076515,65.39086757291862,294.38905625408705,293.3657831106246,223.82581725152437,220.54074659136717
Bridge Pose,171.3681503820111,158.2464510975107,317.8663718025088,58.523985033070105,309.5120688277266,312.8206693859612,195.08234445414664,194.5301278050716
Bridge Pose,144.8520834033437,146.69893760880268,273.48779868050417,81.74676621928623,308.8320858383563,312.13392312780724,201.84586777823847,208.10327456293436
Bridge Pose,159.96898731910227,168.04480965082527,287.9608810875193,64.05233232444833,290.6413499332408,298.51309802276114,215.10086963844364,217.8291872487243
Bridge Pose,242.00321222178297,189.12730217215315,176.5237461756744,230.11588181061745,149.21585347367358,175.58888123673253,41.96729738382301,31.12488446590473
Bridge Pose,169.554808975391,170.6739256102564,278.08711978193935,80.09997981684609,292.31828702199493,295.8244267670341,228.83688283708966,235.0132261872442
Bridge Pose,206.8246489302861,163.2173558547293,291.786274095674,82.00750357643878,307.39794496350396,300.6930249456961,205.64876424752677,211.53479190518829
Bridge Pose,186.5300259207576,167.34293466372407,295.01997255362335,65.49876855137897,273.79583138892394,289.521235627048,226.35734536660067,218.05236939863047
Bridge Pose,157.39664145202525,164.17607906797855,279.80939849591067,71.96996160586374,269.54089016315544,278.5742675282495,231.86000289368948,229.65648828009404
Bridge Pose,129.22441202810654,140.4450672752903,255.71857923101567,92.36328117547933,300.0557270904159,282.521013778913,210.0659539359648,232.10545257336582
Bridge Pose,153.53410496191222,160.23936863237773,277.3166968798315,73.03403032573418,301.2997943616783,292.6096567884251,210.09822945693514,222.45544032068818
Bridge Pose,173.68838076914764,173.0840914070288,295.54478909030314,61.92069999927539,280.2545341000623,287.8617609297273,225.3470638872129,223.27347408275008
Bridge Pose,180.08781567244495,168.6273092366457,305.93559906058323,56.71211676600147,305.31037186947503,305.19375484676743,196.77476150223745,198.86837229152158
Bridge Pose,170.2875437232254,160.94826902014117,292.91818926360844,73.7954363243927,281.8376052964446,292.81561334773676,203.33824465477832,197.46131821250415
Bridge Pose,180.18152403972675,169.69515353123398,306.14204123637165,57.90740867126584,273.36226224770394,277.25374247129326,215.53767779197437,216.353388750787
Bridge Pose,281.44558366658356,196.90791974029318,212.70032326915046,125.19302780955682,148.5137796009978,201.35192169886886,18.989279082289716,306.1678039360409
Bridge Pose,159.09201952899033,119.47588900324574,290.476988713501,104.56576424655658,279.0659136467623,303.43662038271754,216.67942827222194,224.04165324980232
Bridge Pose,171.29840522158167,171.88504724345847,303.2163669408884,56.89810926837715,305.3562293428194,307.4744125706096,195.33417500780857,197.62339711984433
Bridge Pose,167.89101501677104,161.10013392153326,295.70011949490936,63.74803739794266,293.4405334737076,289.7410128202647,209.9003797206045,219.67829579563372
Bridge Pose,182.26727499561358,137.3579949743765,300.2549035916361,78.33713380089448,291.79101320824407,292.2385546592633,226.45320955507972,222.93946713821703
Bridge Pose,158.12330526517565,163.7126366053765,278.79892703912833,71.58597731913989,286.2525383536662,279.7166858177851,231.34333541788257,239.69731927951193
Bridge Pose,167.43817686339798,168.31333358315652,288.0187805583768,62.8889326198656,296.42562669937644,303.0440263682771,213.21058923587412,208.53936817215103
Bridge Pose,178.17306485665978,175.82899753222543,305.5279592305354,51.79080552403666,295.94268045382154,303.87498256545194,200.2510899082564,193.91787877812075
Bridge Pose,171.28902359592973,173.11076742097484,322.79338497768475,64.49522855106251,284.81211892641386,300.1621295018228,195.6981184797017,193.82487120716863
Bridge Pose,174.9235469209294,176.38580039606188,291.28519981405316,66.34565971805735,299.3075855519887,301.4264272808275,204.22708519790817,202.5973011399165
Bridge Pose,173.56848449713698,183.94664945046512,308.7571186465083,57.271837252422124,303.2402364773967,289.6323794226623,186.38123955399954,205.22866584690624
Bridge Pose,187.9926066303527,174.73277607011497,317.33453741847643,50.30378791950544,290.2436204372203,288.0144854007516,193.10621282675328,191.78501096854887
Bridge Pose,172.973532717031,180.06043856356735,314.33385915291393,48.91894388911087,281.63968871512975,287.45771686482357,196.48319441655616,190.28548760718272
Bridge Pose,178.34225304707388,183.00709464519136,315.4292080434923,50.581279625647916,293.0733664780575,298.23846941757125,194.26823509977135,195.95910268862517
Bridge Pose,180.00000000000003,178.9296103848836,316.0280808037904,51.69842945658983,270.62359036971964,271.82401468623095,210.70617649860012,215.85348956642682
Bridge Pose,198.46952683894924,177.16978441534795,328.1258149178959,48.44947945660998,301.3286928678042,307.92341086484925,190.20822635881382,190.55758441889748
Bridge Pose,183.8684679805151,169.01934998982648,312.7076452624925,59.71204700933399,312.35589236362625,311.99405716874116,187.107774164796,190.36391161429887
Bridge Pose,182.65419551340665,168.4523808616177,310.0815649936443,60.973715648660715,262.4342801427812,303.272129606572,194.69322009130192,208.64474615608245
Bridge Pose,189.81694251279748,200.6086392573833,311.76107162413376,32.536246462863936,83.74570890863919,63.94955201316925,324.3244738895033,296.8453830149009
Bridge Pose,172.12840085901036,159.21643819455096,309.9140856964441,78.0754432256654,279.77363234513643,278.0501919742916,208.89707485870105,217.1738324360973
Bridge Pose,151.27386933469563,157.99086952434723,287.7838884426925,59.656751115760414,302.18831205679123,300.69424875551516,189.2001372006482,190.7842978675626
Bridge Pose,178.99491399474581,167.52665769415464,311.36767837978437,49.08859371941654,296.1767780002382,292.8244396750196,190.09879479155381,197.15727240198132
Bridge Pose,180.6803161573531,169.30414458365564,305.5661371362193,60.471033944188235,311.60875421049883,314.9386628025899,190.55359648119443,192.83208814294122
Bridge Pose,179.41203658537074,172.1683104658389,310.6715031427448,51.04221382664722,307.2991660578532,313.5589599191418,199.2415552689544,191.18656432982488
Bridge Pose,141.97443646033605,175.4436415615108,309.5757819029972,51.24631562099013,290.59024977568606,293.8507819510488,189.62153657692787,194.21385623063233
Bridge Pose,162.8764840759352,176.15049665661334,288.46711136027966,65.1659687937487,292.253122427149,294.3539143419459,209.9336992867524,214.65840172591123
Bridge Pose,165.08774254295557,182.57198518353943,311.2144268800254,50.03910004686142,279.8999360399803,283.6759324465078,195.94872362366803,205.995549781877
Bridge Pose,165.04803074065637,169.3302171955033,299.50107094083813,62.21607358779072,290.66521208635044,283.1321770401843,207.63025012579436,218.5422920069333
Bridge Pose,170.53767779197437,173.44211557471263,290.8142375651351,62.53556890636614,294.4748920233673,297.1333725700176,206.81819730385135,204.8558908436112
Bridge Pose,168.85498235239467,174.6560341634429,292.1959193610651,71.44432699940613,281.9282205131016,281.9545077988304,212.8959736171285,217.6713123297629
Bridge Pose,170.22834892350457,173.58634962141332,286.7608271765686,76.66856215607005,287.14300357617867,298.02365630829013,201.92583753968518,200.31861866934068
Bridge Pose,172.17663826660115,189.0498561645927,313.2486718314085,51.99792207902468,280.5427142818709,288.9063478097504,194.51929397392354,193.26592646250322
Bridge Pose,173.8844964337146,178.4083208193121,292.1342319286889,67.89604717104758,282.4541529539946,284.9650546182141,219.9684970403635,221.99769838619903
Bridge Pose,198.23473142177068,180.64190440279,304.7673255872093,67.08432617670506,284.67214050036785,282.6794226892557,209.74066123511636,215.50201971581825
Bridge Pose,185.5736298165813,142.5156939541157,299.4520320588886,80.75607839538574,292.86697766738234,291.89888972750816,222.97834436298007,225.60511433720657
Bridge Pose,176.9509819348405,189.2295436946911,286.29826234437087,77.04150885565515,288.6781677722981,312.2516986868845,197.33909518772725,214.78981016877069
Bridge Pose,174.08739800876052,153.82685228136847,299.3858098295899,69.34617187662312,271.1809635164258,305.10425329531654,210.93607741368902,221.6647618826777
Bridge Pose,179.85064672599637,161.1572981375239,300.1989606933164,62.26456904470653,299.01447551969244,310.10234560505376,199.0900259825662,198.9760971187453
Bridge Pose,164.14109258050217,190.96053736984294,309.55365413728543,51.079845835445056,267.22820414173,265.8445470573432,207.76493874767235,214.11558034555205
Bridge Pose,184.6527869688868,155.27243511860317,322.41550705311346,78.18101518903867,310.49186031798473,302.01902765903367,166.46493519490025,183.52662560331137
Bridge Pose,170.84392769290739,143.53139197816074,284.1799949218699,90.71317153147818,274.85243883299705,279.383407336749,228.5467357662106,229.35893690683022
Bridge Pose,108.80912625643799,99.01567175269679,319.3027411390406,61.23269186587931,275.3362111911037,276.7889745744388,235.17151682189666,225.2813702457188
Bridge Pose,174.4149104444297,165.33415792366327,317.3226423880418,48.67030198390229,262.40535663140855,266.53460197987647,235.99684389899957,227.77044226899787
Bridge Pose,171.6561084159669,169.21570213243743,313.9904872173836,48.90257423692565,265.4636971560998,269.221936339525,203.916572215164,205.2004635254291
Bridge Pose,171.96919699098757,172.85225174214887,300.52970589993413,52.94347181059042,290.4934977054862,295.7280084892942,204.89882257750395,207.93259518153562
Bridge Pose,163.91834804318628,175.4519575908746,292.97379213987244,54.8972198386547,292.67609693901886,300.7706921685142,212.99844809793916,210.46401231567384
Bridge Pose,176.18592516570965,176.70826420306958,310.43677024576215,62.62836357550999,287.4568589162817,282.29624309167355,216.98026726016093,221.93821943454782
Bridge Pose,144.91697701847602,160.60025755583794,281.1989871257946,72.217170100724,277.3613187464366,279.2114488580535,224.71512588001616,228.48044560363687
Bridge Pose,181.11294890172206,192.89999091646203,306.1140509564037,44.22021751710944,300.9760330589609,301.70407025997105,207.75625526754098,211.01850076155839
Bridge Pose,185.77883581886513,180.97653803576156,333.3893778228063,27.445658369739654,311.594310757976,317.9579763152721,193.53738658251189,198.4334901603527
Bridge Pose,177.81205027757625,181.16236357350272,310.18409519952235,44.06067250390565,297.36928526028873,288.64241603753,210.569556595197,215.8651410554158
Bridge Pose,158.9962275364928,172.56529257852014,302.34346559999125,55.32062923025327,296.01312009419723,292.7191074727138,203.5308213996977,215.87020424502944
Bridge Pose,161.66662985303182,174.29203603389732,301.3318816355832,55.06426145058852,293.38650618778587,301.2028857130237,209.95652181870025,204.14473128198367
Bridge Pose,208.46628764169242,182.6488057594586,319.1050985131626,48.054792410487785,212.1207127212308,276.0892454842227,281.96847565158384,218.83586627238031
Bridge Pose,135.11821670882125,109.14246668921442,257.8685901364306,106.68718980882828,302.0691232451429,278.2737835988168,202.41705962336647,221.88652748193667
Bridge Pose,177.2475145997313,132.34680140304994,289.6806557739461,86.57704083229928,245.06041202239285,261.9184298772901,285.11296281513955,254.74659381687815
Bridge Pose,194.83227929838728,159.48349874799527,312.1937077842547,67.14013392454069,254.02110106449013,243.02306798355193,250.6196143222973,267.98305028536834
Bridge Pose,180.91195784826405,176.85925146228325,302.5874265863733,58.79399242511471,276.578581119703,284.51585934764995,222.95039657022176,216.1392790621698
Bridge Pose,145.593369100216,171.11934084947978,285.7095417638369,62.07872799653654,290.2205299934014,296.06489501241236,216.21911736387375,210.07722018359158
Bridge Pose,135.79157078188962,136.33079416014263,264.99988288696784,91.47573488357273,310.33913528708604,301.19589931149164,199.23530346031924,216.01013465946397
Bridge Pose,116.31650099344975,109.75523241147845,314.2803139611333,50.450882503368035,271.0912162252626,295.85856942939114,227.58940594776786,213.23651133507772
Bridge Pose,175.6880515949968,185.77680548804767,309.0499372547309,24.876548922257044,287.3089203779997,281.0471392225437,205.28836415817818,201.32991344545903
Bridge Pose,163.04276872122105,165.5394282429587,295.7154510129647,58.882200236242426,277.6363990108598,281.56189278772973,219.5091494273048,221.419088441127
Bridge Pose,182.54126987047493,181.930587441167,313.1232338046526,43.47537722658813,296.1656325678738,301.75596786134776,196.48701704816648,196.00094560031098
Bridge Pose,168.0275958772872,160.0666047269787,271.2297091209177,76.49529392474099,286.16073110964123,279.8469005654458,212.95266393476726,212.95832583331534
Bridge Pose,192.76896951417234,175.56250265396966,313.76197350644827,59.634598144726645,290.51545260902776,277.3989010483683,233.28167813682427,237.8277594949661
Bridge Pose,195.54956979566742,148.88854253749844,17.042589271085937,39.63187034128598,313.2267032844392,310.76293414087496,160.121086295421,184.6556601181032
Bridge Pose,175.57832580297446,171.66647873262437,313.06653485774007,50.493901897971774,299.4593429128774,304.63557978581736,202.99845297477432,201.48434318112987
Bridge Pose,166.89079180184572,158.33404127670977,299.6001817592072,63.57830743830515,302.96560947005787,309.42176975403254,200.21852980464575,198.5381843499667
Bridge Pose,174.730521136395,169.4183644790562,300.3063646784442,62.80535021451174,300.3908629411147,310.8556816328038,187.22255351564456,184.660482596961
Bridge Pose,179.92552545852024,146.26056936095324,310.4069560317773,79.44823582120522,303.9759106444369,276.96068666716025,202.90713647178538,232.03999382011088
Bridge Pose,185.6704866452978,172.50148556074507,303.74349548619455,69.7569980146375,300.98036969486924,291.2329551822802,198.4636182123297,203.72487727471517
Bridge Pose,171.05778934038437,168.47504462620847,295.76385358232426,61.54942582197065,293.67968026546,289.4878425352033,207.28475905004623,217.5857380529809
Cat Pose,161.4850094630432,163.26560686054688,221.0571161316044,114.74447805040916,175.95710193054217,146.52881137354038,312.2461723914928,314.50388852483115
Cat Pose,179.19127227803065,190.79938026098674,168.76993335035138,153.74454116024734,212.83750104632384,208.70393119314235,27.497884066119838,310.16504438988113
Cat Pose,205.80788231201944,223.69508262808023,250.3841743288678,111.98954519087376,217.47678491655577,195.34327352119863,335.4096647577362,352.3248618932645
Cat Pose,178.93744894551554,172.80058479219431,198.15848908038555,156.44241520656922,248.3691131634821,243.31809547584288,276.11827485877836,272.1975570708246
Cat Pose,196.6204590963356,195.30084557245,185.75584071044986,139.1849161251184,318.63694105354284,190.48951889187302,335.98975025019615,330.2363731517838
Cat Pose,189.35400983069607,175.62499284160924,206.13290048559045,148.35434161210586,274.7939559716647,199.83560260232622,354.5410521468173,337.1499815016956
Cat Pose,176.4562478762832,156.46875330220226,160.07313011586942,160.913810313257,306.8843772461203,121.70142966950573,345.7354877019201,302.50254383599435
Cat Pose,153.4926801924698,153.44564432018683,184.49816504755472,139.6291974020549,241.67402126495503,208.03997010719704,309.30120097092026,317.2147164443522
Cat Pose,177.71078494136722,205.4852908764071,192.95959492616012,143.48735704016983,54.977712620150584,83.5073113081138,345.6235820248539,322.4578121337523
